id~jname~jci~yi_id
1~乾之乾~道徙多阪，胡言连蹇。译喑且聋，莫使道通。请遏不行，求事无功。~1
2~乾之坤~招殃来螯，害我邦国。病伤手足，不得安息。~1
3~乾之屯~阳孤亢极，多所恨惑。车倾盖亡，身常忧惶。乃得其愿，雌雄相从。~1
4~乾之蒙~鵊鵴鳲鸠，专一无忧。君子是则，长受嘉福。~1
5~乾之需~目瞤足动，喜如其愿，举家蒙宠。~1
6~乾之讼~龙马上山，绝无水泉，喉焦唇干，舌不能言。~1
7~乾之师~仓盈庾亿，宜稼黍稷。年岁丰熟，民人安息。~1
8~乾之比~中夜犬吠，盗在墙外。神明佑助，消散皆去。~1
9~乾之小畜~据斗运枢，顺天无忧。所行造德，与乐并居。~1
10~乾之履~空拳握手，委地更起。富饶丰衍，快乐无已。~1
11~乾之泰~不风不雨，白日皎皎，宜出驱驰，通理大道。~1
12~乾之否~载日晶光，驂驾六龙。禄命彻天，封为燕王。~1
13~乾之同人~子号索哺，母行求食。反见空巢，訾我长息。~1
14~乾之大有~上帝之生，福佑日成。修德行惠，乐且安宁。~1
15~乾之谦~山险难登，涧中多石。车驰軎击，载重伤轴，担载差踬，踠跌失足。~1
16~乾之豫~禹凿龙门，通利水源。东注沧海，民得安从。~1
17~乾之随~乘龙上天，两蛇为辅，踊跃云中，游观沧海，民乐安处。~1
18~乾之蛊~彭祖九子，据德不殆。南山松柏，长受嘉福。~1
19~乾之临~南山昊天，刺政关身。疾悲无辜，皆憎为仇。~1
20~乾之观~江河淮海，天之奥府。众利所聚，可以饶有。乐我君子，百福是受。~1
21~乾之噬嗑~坚冰黄鸟，终日悲号。不见白粒，但见藜蒿，数惊鸷鸟，为我心忧。~1
22~乾之贲~室如悬磬，既危且殆。早见之士，依山谷处。~1
23~乾之剥~大禹戒路，蚩尤除道。周匝万里，不危不殆，见其所使，无所不在。~1
24~乾之复~三人为旅，俱归北海。入门上堂，拜谒王母，饮劳我酒。~1
25~乾之无妄~传言相误，非干径路。鸣鼓逐狐，不知迹处。~1
26~乾之大畜~三羊争雌，相逐奔驰。终日不食，精气劳疲。~1
27~乾之颐~纯服黄裳，戴上以兴。德义既生，天下归仁。~1
28~乾之大过~桀跖并处，人民愁苦。权兵荷粮，战于齐鲁。~1
29~乾之坎~黄鸟采绿，既嫁不答。念我父兄，思复邦国。~1
30~乾之离~胎生孚乳，长息成就。充满帝室，家国昌富。~1
31~乾之咸~三人求桔，反得大粟。女贵以富，黄金百镒~1
32~乾之恒~东山西岳，会合俱食。百家送从，以成恩福。~1
33~乾之遁~弱鸡无距，与鹊交斗。翅折目盲，为鸠所伤。~1
34~乾之大壮~隙大墙坏，蠹众木折。狼虎为政，天降罪罚。高弑望夷，胡亥以毙。~1
35~乾之晋~三痴俱走，迷路失道。惑不知归，反入患口。~1
36~乾之明夷~弓矢俱张，把弹折弦。丸发不至，道遇害患。~1
37~乾之家人~三女求夫，伺候山隅，不见复关，长思叹忧。~1
38~乾之睽~阳旱炎炎，伤害禾谷。穑人无食，耕夫叹息。~1
39~乾之蹇~骑豚逐羊，不见所望。径涉虎庐，亡羝失羔。~1
40~乾之解~暗昧冥语，相传诖误。鬼魅所居，谁知卧处。~1
41~乾之损~姬姜祥淑，而人偶食。论仁议福，以安王室。~1
42~乾之益~公孙驾骊，载聘东齐。延陵说产，遗季纻衣。~1
43~乾之夬~孤竹之墟，失妇亡夫。伤于蒺藜，不见少妻，东郭棠姜，武氏以亡。~1
44~乾之姤~仁政不暴，凤凰来舍。四时顺节，民安其处。~1
45~乾之萃~任劣力薄，孱驽恐怯。如猬见鹊，不敢格拒。~1
46~乾之升~卫侯东游，惑于少姬。忘我考妣，久迷不来。~1
47~乾之困~噂噂所言，莫如我垣。欢喜坚固，可以长安。~1
48~乾之井~鸑鸣岐山，鳖应山渊。男女构精，万物化生。文王以成，为开周庭。~1
49~乾之革~玄黄虺隤，行者劳疲，役夫憔悴，逾时不归。~1
50~乾之鼎~弱足钺跟，不利出门。市贾不利，折亡为患。~1
51~乾之震~悬貆素餐，居非其安。失舆剥庐，休坐徒居。~1
52~乾之艮~民怯城恶，奸人所伏。寇贼大至，入我邦城，妻子俘获。~1
53~乾之渐~阳低头，阴仰首，水为灾，伤我足，进不利，难生子。~1
54~乾之归妹~背北相憎，心意不同，如火与金。~1
55~乾之丰~太微帝室，黄帝所值。藩屏周卫，不可得入，常安无患。~1
56~乾之旅~茧栗牺牲，敬享鬼神。神嗜饮食，受福多孙。~1
57~乾之巽~出门逢恶，与祸为怨。更相击刺，伤我手端。~1
58~乾之兑~鹢飞中途，举事不进，众人乱溃。~1
59~乾之涣~跛踦相随，日暮牛疲。陵迟后旅，失利亡雌。~1
60~乾之节~龙角博颡，位至公卿。世禄长久，起动安宁。~1
61~乾之中孚~舜升大禹，石夷之野。征诣王庭，拜治水土。~1
62~乾之小过~从风放火，荻芝俱死。三害集房，叔子中伤。~1
63~乾之既济~梗生荆山，命制输班。袍衣剥脱，夏热冬寒。饥饿枯槁，众人莫怜。~1
64~乾之未济~长面大鼻，来解己忧。遗吾福子，与我惠妻，惠吾嘉喜。~1
