id,name,degrees
1,亢龙有悔,32
2,神龙摆尾,15
3,见龙在田,10
4,飞龙在天,10
5,突如其来,3
6,龙战于野,2
7,履霜冰至,2
8,利涉大川,2
9,震惊百里,2
10,鸿渐于陆,2
11,潜龙勿用,2
12,双龙取水,1
13,密云不雨,1
14,羝羊触藩,1
15,损则有孚,1
16,或跃在渊,1
17,鱼跃于渊,1
18,时乘六龙,1
